record_id,data_source,icij_source,node_type,primary_name,jurisdiction,status,incorporated,inactivated,struck_off,company_type,countries,address,address_type,notes
10010803,ICIJ,Panama Papers,ENTITY,LANHILL ENTERPRISES S.A.,PMA,Active,12-OCT-1995,,,,PMA;GBR,"MRS. MARY MCARTHUR SUITE 299, 56 GLOUCESTER ROAD KENSINGTON LONDON   SW7  4UB ENGLAND *S.I.*",BUSINESS,
10010835,ICIJ,Panama Papers,ENTITY,DWIGHT ENTERPRISES INC.,PMA,Defaulted,26-SEP-1980,16-JAN-2007,15-JAN-2007,,PMA;GBR,"TROWERS & HAMLINS 3 BUNHILL ROW LONDON  DX 774 - EC1Y 8YZ,  UNITED KINGDOM",BUSINESS,
10010874,ICIJ,Panama Papers,ENTITY,PRESIDIO INVESTMENT CORPORATION,PMA,Dissolved,01-JUL-1981,13-DEC-2010,15-JAN-2013,,PMA;GBR,FORSTERS LLP [Craig Eadie] 31 Hill Street London W1J 5Ls LONDON EC2N 2AT,BUSINESS,
10010989,ICIJ,Panama Papers,ENTITY,TITAN HOLDINGS INC.,PMA,Active,27-APR-1981,,,,PMA;GBR,HAROLD BENJAMIN SOLICITORS 48 QUEEN ANNE STREET LONDON W1G 9JJ ENGLAND,BUSINESS,
10011004,ICIJ,Panama Papers,ENTITY,NUSRAT INVESTMENTS INC.,PMA,Dissolved,16-DEC-1994,03-MAR-2001,16-MAR-2002,,PMA;GBR,MR. ABDUL BAQI ARSHAD 11 RECTORY ORCHARD CHURCH ROAD LONDON SW19 5AS ENGLAND S.I.,BUSINESS,
10011009,ICIJ,Panama Papers,ENTITY,SALATEEN INTERNATIONAL CORPORATION,PMA,Defaulted,16-JUL-1993,17-JAN-2006,31-DEC-2005,,PMA;GBR,PARVEZ & CO. CHARTERED ACCOUNTANTS 20 GREYHOUND ROAD LONDON W6 8NX ENGLAND,BUSINESS,
10011012,ICIJ,Panama Papers,ENTITY,MONTROSE MANAGEMENT INC.,PMA,Defaulted,03-AUG-1993,10-JAN-1995,03-NOV-1994,,PMA;GBR,STANLEY DAVIS GROUP LIMITED 41 CHALTON STREET LONDON UK NW1 1JD,BUSINESS,
10011054,ICIJ,Panama Papers,ENTITY,HEATHCLIFF PROPERTIES S.A.,PMA,Defaulted,04-JUL-1994,10-JUL-2001,04-OCT-1995,,PMA;GBR,"SCHINDLERS UK LIMITED 1ST FLOOR 94-96 WIGMORE STREET LONDON, W1U 3RF ENGLAND DEANT@SCHINDLERS.COM",BUSINESS,
10011140,ICIJ,Panama Papers,ENTITY,CORNELIUS INVESTMENTS S.A.,PMA,Defaulted,30-SEP-1996,24-JAN-2013,15-JAN-2013,,PMA;GBR,MR ANATOLI LUGOVTSOV K House 2 Monks Way Temple Fortune London Nw11 GU21 4XU,BUSINESS,
10011161,ICIJ,Panama Papers,ENTITY,ALLFREIGHT INTERNATIONAL S.A.,PMA,Trash company,25-FEB-1993,02-OCT-1996,25-MAY-1994,,PMA;GBR,"AMIN & CO. 98 FLEETWOOD ROAD DOLLIS HILL LONDON NW10 1NN ENGLAND, UNITED KINGDOM **S.I.**",BUSINESS,
10011173,ICIJ,Panama Papers,ENTITY,INTERNATIONAL LAMPS INC.,PMA,Trash company,22-MAR-1993,06-MAY-1996,22-JUN-1994,,PMA;GBR,"AMIN & CO. 98 FLEETWOOD ROAD DOLLIS HILL LONDON NW10 1NN ENGLAND, UNITED KINGDOM **S.I.**",BUSINESS,
10011212,ICIJ,Panama Papers,ENTITY,ALTINIA S.A.,PMA,Defaulted,28-FEB-1997,08-APR-1999,31-MAY-1998,,PMA;GBR,LORENZI SERGIO R. 31 MARLOES ROAD; FLAT # 3 LONDON W8 6LG; UNITED KINGDOM,BUSINESS,
10011322,ICIJ,Panama Papers,ENTITY,SHIPOIL S.A.,PMA,Dissolved,08-MAY-1981,09-AUG-1991,08-AUG-1982,,PMA;GBR,"CLIFFORD CHANCE (LONDON) 200 ALDERSGATE STREET LONDON EC1A 4JJ ENGLAND, UNITED KINGDOM",BUSINESS,
10011369,ICIJ,Panama Papers,ENTITY,AVITAR OIL TRADING CO. LIMITED S.A.,PMA,Defaulted,07-NOV-1994,14-OCT-1996,07-FEB-1996,,PMA;GBR,"JAMES & SARCH 3 FIELD COURT GRAY'S INN LONDON WC1R 5EN ENGLAND, UNITED KINDGOM",BUSINESS,
10011444,ICIJ,Panama Papers,ENTITY,O.R.I. OIL RESOURCES INC.,PMA,Defaulted,01-MAR-1993,04-JUL-2005,30-JUN-2005,,PMA;GBR,MR. JEFFREY GREENWOOD 5 SPENCER WALK HAMPSTEAD HIGH STREET LONDON NW3 1QZ UNITED KINGDOM,BUSINESS,
10011433,ICIJ,Panama Papers,ENTITY,SOMOR TRAVEL S.A.,PMA,Defaulted,17-JUN-1994,26-APR-1996,17-SEP-1995,,PMA;GBR,"COLIN BISHOP & CO. SHAKESPEARE HOUSE DOLLIS MEWS, DOLLIS PARK LONDON N3 IHH ENGLAND UNITED KINGDOM",BUSINESS,
10011445,ICIJ,Panama Papers,ENTITY,R.M.E. RAW MATERIALS ENTERPRISES INC.,PMA,Defaulted,01-MAR-1993,04-JUL-2005,30-JUN-2005,,PMA;GBR,MR. JEFFREY GREENWOOD 5 SPENCER WALK HAMPSTEAD HIGH STREET LONDON NW3 1QZ UNITED KINGDOM,BUSINESS,
10011476,ICIJ,Panama Papers,ENTITY,ROSBY INTERNATIONAL LIMITED S.A.,PMA,Defaulted,20-AUG-1993,27-MAR-1997,20-NOV-1994,,PMA;FRA,HOWARD KENNEDY SOLICITO [Mr Michael Chapelow] 19 Cavendish Square London W1A 2Aw FRANCE,BUSINESS,
10011553,ICIJ,Panama Papers,ENTITY,EAST BROOK PROPERTIES S.A.,PMA,Defaulted,03-FEB-1996,20-JUL-2006,15-JUL-2006,,PMA;GBR,"AMIN & CO. 98 FLEETWOOD ROAD DOLLIS HILL LONDON NW10 1NN ENGLAND, UNITED KINGDOM **S.I.**",BUSINESS,
10011619,ICIJ,Panama Papers,ENTITY,STARSHINE ENTERPRISES INC.,PMA,Defaulted,07-JAN-1999,14-SEP-2001,07-APR-2000,,PMA;GBR,"AMIN & CO. 98 FLEETWOOD ROAD DOLLIS HILL LONDON NW10 1NN ENGLAND, UNITED KINGDOM **S.I.**",BUSINESS,
10011717,ICIJ,Panama Papers,ENTITY,VANHURST LTD.,ANG,Active,11-JUN-2014,,,,ANG;GBR,"CHILD & CHILD 4 GROSVENOR PLACE, SW1X 7HJ LONDON UNITED KINGDOM",BUSINESS,
10011769,ICIJ,Panama Papers,ENTITY,BORDEAUX SHIPBROKING CORPORATION,PMA,Defaulted,25-SEP-1990,21-JAN-2015,15-JAN-2015,,PMA;GBR,T.R. SOUTH AND CO. 4 WOODYARD LANE DULWICH; LONDON SE21 7BH ENGLAND; UNITED KINGDOM *S.I.*,BUSINESS,
10011826,ICIJ,Panama Papers,ENTITY,VEENA NUMBER TWO S.A.,PMA,Active,24-JUL-1997,,,,PMA;GBR,"MR. M.D. ANSAR C/O BONO PROPERTIES LTD.INTERPARK HOUSE7 DOWN STREET, MAYFAIR LONDON W1J 7AJENGLAND LONDON UNITED KINGDOM",BUSINESS,
10011831,ICIJ,Panama Papers,ENTITY,HARRINGTON EXPORTS S.A.,PMA,Defaulted,06-JUL-1993,21-JAN-1999,06-OCT-1994,,PMA;GBR,HARRINGTON EXPORTS S.A. 26 OAKVIEW GARDENS LONDON N2 ONJ ENGLAND,BUSINESS,
10011858,ICIJ,Panama Papers,ENTITY,QADIR ENTERPRISES INC.,PMA,Dissolved,22-MAY-2000,01-NOV-2001,22-AUG-2002,,PMA;GBR,MR. ABDUL BAQI ARSHAD 11 RECTORY ORCHARD CHURCH ROAD LONDON SW19 5AS ENGLAND S.I.,BUSINESS,
10011939,ICIJ,Panama Papers,ENTITY,Iceni Investments Ltd,ANG,Active,26-SEP-2014,,,,ANG;GBR,BULLDOG GLOBAL FINANCIAL SERVICES (UK) LTD WARNFORD COURT  29 THROGMORTON STREET  LONDON  EC2N 2AT,BUSINESS,
10012016,ICIJ,Panama Papers,ENTITY,ERIKA HOLDINGS S.A.,PMA,Defaulted,07-OCT-1992,27-MAR-1997,07-JAN-1994,,PMA;GBR,"AMIN & CO. 98 FLEETWOOD ROAD DOLLIS HILL LONDON NW10 1NN ENGLAND, UNITED KINGDOM **S.I.**",BUSINESS,
10012017,ICIJ,Panama Papers,ENTITY,SHAKTI HOLDINGS S.A.,PMA,Defaulted,07-OCT-1992,27-MAR-1997,07-JAN-1994,,PMA;GBR,"AMIN & CO. 98 FLEETWOOD ROAD DOLLIS HILL LONDON NW10 1NN ENGLAND, UNITED KINGDOM **S.I.**",BUSINESS,
10012116,ICIJ,Panama Papers,ENTITY,SALES LIMITED S.A.,PMA,Dissolved,04-MAY-1981,28-SEP-1984,04-AUG-1982,,PMA;GBR,"ILIFFES (LONDON) 40 BERNARD STREET LONDON WCIN 1LE ENGLAND, UNITED KINGDOM",BUSINESS,
10012172,ICIJ,Panama Papers,ENTITY,AGRO-TRADE-INVEST CORPORATION,PMA,Inactivated,22-MAY-1981,12-JUN-1989,22-AUG-1982,,PMA;GBR,MR. JOSE VIADER BERGES 14A NEVILLE TERRACE LONDON SW 7 ENGLAND,BUSINESS,
10012190,ICIJ,Panama Papers,ENTITY,TOWER RIDGE LIMITED S.A.,PMA,Defaulted,13-APR-2000,25-MAY-2004,30-JUN-2005,,PMA;GBR,"ILS LTD [Ms Pascale Dauman] 45-47 Cornhill, 3Rd Floor London Ec3V 3Pd KENT TN12 7NQ",BUSINESS,
10012196,ICIJ,Panama Papers,ENTITY,CARLTON INTERNATIONAL S.A.,PMA,Active,27-AUG-1993,,,,PMA;GBR,"MR. M.D. ANSAR C/O BONO PROPERTIES LTD.INTERPARK HOUSE7 DOWN STREET, MAYFAIR LONDON W1J 7AJENGLAND LONDON UNITED KINGDOM",BUSINESS,
10012321,ICIJ,Panama Papers,ENTITY,PRINCES ENTERPRISES INC.,PMA,Dissolved,06-OCT-1995,29-NOV-2005,15-JAN-2008,,PMA;GBR,MR. SHAHID ALI MIAN FLAT 1137/38 CLARGES STREETLONDON W1J 7EL ENGLAND LONDON UNITED KINGDOM,BUSINESS,
10012343,ICIJ,Panama Papers,ENTITY,MELINA INVESTMENTS INC.,PMA,Defaulted,17-DEC-1992,19-JAN-2009,15-JAN-2009,,PMA;GBR,"AMIN & CO. 98 FLEETWOOD ROAD DOLLIS HILL LONDON NW10 1NN ENGLAND, UNITED KINGDOM **S.I.**",BUSINESS,
10012352,ICIJ,Panama Papers,ENTITY,LYMELAND CORPORATION,PMA,Dissolved,22-MAY-1978,,22-AUG-1979,,PMA;GBR,"MR. J. NOUNOU FIRST FLOOR 77 WALTON STREET LONDON S.W.3. ENGLAND, UNITED KINGDOM",BUSINESS,
10012506,ICIJ,Panama Papers,ENTITY,TECHNICAL EQUIPMENT AND CONSULTANTS LIMITED S.A.,PMA,Defaulted,11-MAY-1981,27-APR-1993,11-AUG-1982,,PMA;GBR,"THRING TOWNSEND LEE & PEMBERTONS SOLICITORS 142 BUCKINGHAM PALACE ROAD LONDON SW1W 9TR ENGLAND, UNITED KINGDOM",BUSINESS,
10012618,ICIJ,Panama Papers,ENTITY,MARNUESTRO MARITIMA S. A.,PMA,Changed agent,27-MAR-1969,23-NOV-1989,27-JUN-1970,,PMA;GBR,CONSTANT & CONSTANT C.D.E. BOX 1067 SEA CONTAINERS HOUSE; 20 UPPER GROUND BLACKFRIARS BRIDGE; LONDON SE1 9QT ENGLAND; UNITED KINGDOM,BUSINESS,
10012825,ICIJ,Panama Papers,ENTITY,NODE ASSOCIATES INC.,PMA,Defaulted,15-SEP-1998,04-MAY-2001,15-DEC-1999,,PMA;GBR,COLLYER BRISTOW LLP SOLICITORS 4 BEDFORD ROW LONDON WC1R 4TF UNITED KINGDOM *S.I.*,BUSINESS,
10012887,ICIJ,Panama Papers,ENTITY,FAZAL ENTERPRISES INC.,PMA,Dissolved,23-MAY-2000,26-JUN-2013,15-JUL-2015,,PMA;GBR,MR. ABDUL BAQI ARSHAD 11 RECTORY ORCHARD CHURCH ROAD LONDON SW19 5AS ENGLAND S.I.,BUSINESS,
10012916,ICIJ,Panama Papers,ENTITY,FORCAL HOLDINGS INC.,PMA,Defaulted,15-APR-1998,30-MAR-2001,15-JUL-1999,,PMA;GBR,COLLYER BRISTOW LLP SOLICITORS 4 BEDFORD ROW LONDON WC1R 4TF UNITED KINGDOM *S.I.*,BUSINESS,
10012890,ICIJ,Panama Papers,ENTITY,GALLEON CORPORATION,PMA,Defaulted,26-SEP-1995,26-JUL-1999,26-DEC-1999,,PMA;GBR,"KIDD RAPINET 14 & 15 CRAVEN STREET LONDON WC2N 5AD ENGLAND, UNITED KINGDOM",BUSINESS,
10012940,ICIJ,Panama Papers,ENTITY,HENTONWORTH S.A.,PMA,Defaulted,04-JAN-2001,08-JUL-2004,04-APR-2003,,PMA;SWE,MR JAMES L HELDENBRAND 81 Maitland Court Lancaster Terrace London W2 3Pe SWEDEN,BUSINESS,
10012981,ICIJ,Panama Papers,ENTITY,PECOB ENTERPRISES INC.,PMA,Dissolved,22-APR-1981,17-JUL-2000,22-JUL-2000,,PMA;GBR,"MICHAEL PETTMAN PETTMAN SMITH 79 KNIGHTSBRIDGE LONDON SW1X 7RB ENGLAND, UNITED KINGDOM",BUSINESS,
10013027,ICIJ,Panama Papers,ENTITY,"CONSORCIO DE INVERSIONISTAS DE AMERICA CENTRAL, S.A.",PMA,Changed agent,12-JAN-1981,31-JAN-1997,12-APR-1982,,PMA;GBR,"LEE LANE-SMITH SARDINIA HOUSE 52 LINCOLN'S INN FIELDS LONDON WC2A 3LZ ENGLAND, UNITED KINGDOM",BUSINESS,
10013050,ICIJ,Panama Papers,ENTITY,MYLES CONSULTING INC.,PMA,Defaulted,03-JAN-2000,04-APR-2003,03-APR-2001,,PMA;GBR,AMIN & CO. 98 FLEETWOOD ROAD DOLLIS HILL LONDON NW10 1NN ENGLAND ATTN.: MR. M.G. AMIN **S.I.**,BUSINESS,
10013209,ICIJ,Panama Papers,ENTITY,SLAMAT HOLDINGS S.A.,PMA,Dissolved,16-DEC-1994,13-MAR-2001,16-MAR-2002,,PMA;GBR,MR. ABDUL BAQI ARSHAD 11 RECTORY ORCHARD CHURCH ROAD LONDON SW19 5AS ENGLAND S.I.,BUSINESS,
10013249,ICIJ,Panama Papers,ENTITY,CCA GROUP INC.,SEY,Defaulted,19-AUG-2003,04-JAN-2010,31-DEC-2009,,SEY;GBR,CEC GROUP LIMITED 11 HERA COURT CYCLOPS WHARF HOMER DRIVE LONDON E14 3UJ UNITED KINGDOM,BUSINESS,
10013571,ICIJ,Panama Papers,ENTITY,COMPAÑIA NAVIERA KANARIS S. A.,PMA,Trash company,25-FEB-1964,18-JAN-1993,25-MAY-1965,,PMA;GBR,"PATERAS SHIPPING ENTERPRISE LTD. 16 AVENUE ROAD LONDON NW8 6BP ENGLAND, UNITED KINGDOM",BUSINESS,
10013611,ICIJ,Panama Papers,ENTITY,SIND HOLDINGS S.A.,PMA,Dissolved,07-JUN-2000,10-SEP-2004,15-JUL-2006,,PMA;GBR,MR. ABDUL BAQI ARSHAD 11 RECTORY ORCHARD CHURCH ROAD LONDON SW19 5AS ENGLAND S.I.,BUSINESS,
10013631,ICIJ,Panama Papers,ENTITY,HYDE PARK PROPERTIES S.A.,PMA,Defaulted,03-OCT-1991,17-JUL-1997,03-JAN-1998,,PMA;GBR,CANADIAN REAL ESTATE CENTRE LTD. BROADWAY HOUSE 112-134 THE BROADWAY WIMBLEDON LONDON SW19 1RL ENGLAND,BUSINESS,
10013811,ICIJ,Panama Papers,ENTITY,SANDLANDS LIMITED,SEY,Defaulted,29-APR-2005,02-JAN-2007,31-DEC-2006,,SEY;GBR,MAYFAIR BUSINESS CONSUL [Rodney Whiston-Dew] Chambers 2 Charles Street London W17 5DB,BUSINESS,
10013955,ICIJ,Panama Papers,ENTITY,LOMBARD CORPORATION,PMA,Defaulted,26-AUG-1981,13-JUL-1994,26-NOV-1982,,PMA;GBR,"MIDDLETON POTTS 3 CLOTH STREET BARBICAN LONDON EC1A 7NP ENGLAND, UNITED KINGDOM",BUSINESS,
10013957,ICIJ,Panama Papers,ENTITY,GARENDON S.A.,PMA,Defaulted,29-AUG-2000,25-MAY-2004,29-NOV-2003,,PMA;GBR,ILS (LONDON) LIMITED [Ms Pascale Dauman] 6Th Floor 52/54 Gracechurch Street London EC3V 0EH,BUSINESS,
10014135,ICIJ,Panama Papers,ENTITY,SPRINGVALE ENTERPRISES S.A.,PMA,Defaulted,14-FEB-2000,04-APR-2003,14-MAY-2001,,PMA;GBR,VINCENT FRENCH & BROWNE [Mr Val Browne] Kingsway House 103 Kingsway London WC2B 6QX,BUSINESS,
10014820,ICIJ,Panama Papers,ENTITY,LOCKFIELD CORP.,PMA,Defaulted,17-FEB-2001,05-JUL-2004,17-MAY-2002,,PMA;GBR,"AMIN & CO. 98 FLEETWOOD ROAD DOLLIS HILL LONDON NW10 1NN ENGLAND, UNITED KINGDOM **S.I.**",BUSINESS,
10014558,ICIJ,Panama Papers,ENTITY,REGENT ENGINEERING INTERNATIONAL LTD.,SEY,Defaulted,22-MAR-1995,03-JAN-2013,31-DEC-2012,,SEY;GBR,DAWSONS LLP 2 New Square Lincoln's Inn London Ec4V 6De SW2A 3RZ,BUSINESS,
10014657,ICIJ,Panama Papers,ENTITY,ROBELLA LIMITED,SEY,Defaulted,16-MAY-2005,02-JAN-2007,31-DEC-2006,,SEY;GBR,MAYFAIR BUSINESS CONSUL [Rodney Whiston-Dew] Chambers 2 Charles Street London W17 5DB,BUSINESS,
10014710,ICIJ,Panama Papers,ENTITY,Neptune LTD,ANG,Defaulted,20-MAR-2013,02-OCT-2015,28-SEP-2015,,ANG;GBR,MR. BRANDWAIN MAXIM 10F NEWTON CLOSE LONDON UK,BUSINESS,
10014816,ICIJ,Panama Papers,ENTITY,HILAL INTERNATIONAL PROPERTIES S.A.,PMA,Defaulted,20-JUL-1994,21-JAN-1999,20-OCT-1995,,PMA;GBR,"DR. SADAD I. HUSSEINI 53 PARK CLOSE ILCHESTER PLACE LONDON, W-14 ENGLAND",BUSINESS,
10014941,ICIJ,Panama Papers,ENTITY,MILLENNIUM INVESTMENTS INC.,SEY,Active,15-OCT-1999,,,,SEY;FRA,HOWARD KENNEDY SOLICITO [Mr Michael Chapelow] 19 Cavendish Square London W1A 2Aw FRANCE,BUSINESS,
10015041,ICIJ,Panama Papers,ENTITY,BASAMA DIAMONDS LTD.,SEY,Changed agent,16-JUN-2005,10-FEB-2011,31-DEC-2011,,SEY;GBR,AFRICAN AURA MINING INC 41 MAIDEN LANE LONDON WC2E 7LJ UNITED KINGDOM,BUSINESS,
10015184,ICIJ,Panama Papers,ENTITY,CHALLENGE HOLDINGS S.A.,PMA,Inactivated,01-APR-1981,,01-JUL-1982,,PMA;GBR,"MR. J. MARTIN HALLS 4/5 MIDDLE STREET LONDON EC1 ENGLAND, UNITED KINGDOM",BUSINESS,
10015229,ICIJ,Panama Papers,ENTITY,KEW GARDEN INVESTMENTS INC.,PMA,Defaulted,12-NOV-1996,10-JUL-2001,12-FEB-1999,,PMA;GBR,MR. MICHAEL R. BRUCH 29 FELLOWS ROAD LONDON NW3 3DX ENGLAND UNITED KINGDOM *S.I.*,BUSINESS,
10015411,ICIJ,Panama Papers,ENTITY,Wright Investments Ltd,ANG,Active,23-SEP-2014,,,,ANG;GBR,BULLDOG GLOBAL FINANCIAL SERVICES (UK) LTD WARNFORD COURT  29 THROGMORTON STREET  LONDON  EC2N 2AT,BUSINESS,
10015499,ICIJ,Panama Papers,ENTITY,ROYSTON OVERSEAS LIMITED,SEY,Dissolved,28-JUN-2004,24-JAN-2011,31-DEC-2011,,SEY;GBR,LAVECO LTD. THIRD FLOOR; BLACKWELL HOUSE GUILDHALL YARD; LONDON EC2V 5AE UNITED KINGDOM,BUSINESS,
10015582,ICIJ,Panama Papers,ENTITY,SERVIM INVESTMENTS LIMITED INC.,PMA,Defaulted,02-SEP-1981,24-JAN-2013,15-JAN-2013,,PMA;GBR,MRS LESLEY PHARAON 50 Queens Gate London Sw7 5Jn Kent TN14 7EE,BUSINESS,
10015804,ICIJ,Panama Papers,ENTITY,ALHAMAD HOLDINGS S.A.,PMA,Dissolved,23-MAY-2000,04-JUN-2003,30-JUN-2005,,PMA;GBR,MR. ABDUL BAQI ARSHAD 11 RECTORY ORCHARD CHURCH ROAD LONDON SW19 5AS ENGLAND S.I.,BUSINESS,
10016025,ICIJ,Panama Papers,ENTITY,GMT OVERSEAS TRADING S. A.,PMA,Inactivated,30-JUL-1980,08-AUG-1988,30-OCT-1981,,PMA;GBR,"HAMLIN SLOWE & CO. (LONDON) P. O. BOX 4SQ ROXBURGHE HOUSE 273-287 REGENT STREET LONDON W1A 4SQ ENGLAND, UNITED KINGDOM",BUSINESS,
10016076,ICIJ,Panama Papers,ENTITY,INTERMARE TRANSPORT (PT) LIMITED,SEY,Defaulted,16-NOV-2001,04-JAN-2006,31-DEC-2005,,SEY;GBR,"FIDUCIARY INT.LTD [Anita Testa] Suites 64/65,4Th Fl Warnford Ct 29 Throgmorton St LONDON EC2N 2AT",BUSINESS,
10016129,ICIJ,Panama Papers,ENTITY,BLUE RIDGE LIMITED,SEY,Defaulted,17-DEC-2003,25-AUG-2010,31-DEC-2010,,SEY;GBR,MR XAVIER THOMA Flat 3 14 Dawson Place London W2 4Tj CV37 7UQ,BUSINESS,
10016154,ICIJ,Panama Papers,ENTITY,BAYRONI MANAGEMENT SERVICES INC.,SEY,Active,21-DEC-1999,,,,SEY;FRA,HOWARD KENNEDY SOLICITO [Mr Michael Chapelow] 19 Cavendish Square London W1A 2Aw FRANCE,BUSINESS,
10016246,ICIJ,Panama Papers,ENTITY,HENLEY ESTATES LONDON LTD,UK,Active,06-JUN-2013,,,,UK;JEY,HENLEY ESTATES LONDON LTD HENLEY & PARTNERS LTD BRITANNIC HOUSE 3RD FLOOR; 9 HOPE STREET ST. HELIER JE2 3NS; JERSEY UNITED KINGDOM,BUSINESS,
10016458,ICIJ,Panama Papers,ENTITY,REXSTAR LIMITED,SEY,Active,22-APR-2004,,,,SEY;GBR,A MALIDA CHARTERED ACCS [Mr Arif Malida] 66 Moyser Road London Sw16 6Sq E15 2BY,BUSINESS,
10016466,ICIJ,Panama Papers,ENTITY,LARDERNGROVE LIMITED,SEY,Active,26-MAY-2004,,,,SEY;GBR,A MALIDA CHARTERED ACCS [Mr Arif Malida] 66 Moyser Road London Sw16 6Sq E15 2BY,BUSINESS,
10016498,ICIJ,Panama Papers,ENTITY,LANCASTER MARKETING & MEDIA LTD.,SEY,Defaulted,23-AUG-2002,04-JAN-2010,31-DEC-2009,,SEY;GBR,"CORPORATE BUSINESS CENT 4Th Floor, Lawford House Albert Place London N3 1Rl BN41 1WR",BUSINESS,
10016714,ICIJ,Panama Papers,ENTITY,BERENICE LTD.,SEY,Inactivated,30-JUN-2005,25-AUG-2010,31-DEC-2011,,SEY;GBR,MR XAVIER THOMA Flat 3 14 Dawson Place London W2 4Tj CV37 7UQ,BUSINESS,
10016867,ICIJ,Panama Papers,ENTITY,SWEETDALE LIMITED,SEY,Defaulted,03-SEP-2004,02-JAN-2007,31-DEC-2006,,SEY;GBR,MAYFAIR BUSINESS CONSUL [Rodney Whiston-Dew] Chambers 2 Charles Street London W17 5DB,BUSINESS,
10016905,ICIJ,Panama Papers,ENTITY,FALCONWOOD LIMITED,SEY,Defaulted,10-MAR-2005,04-JAN-2010,31-DEC-2009,,SEY;GBR,MAYFAIR BUSINESS CONSUL [Rodney Whiston-Dew] Chambers 2 Charles Street London W17 5DB,BUSINESS,
10016940,ICIJ,Panama Papers,ENTITY,DARMA TRADING LTD.,SEY,Defaulted,18-MAR-2005,09-JAN-2009,31-DEC-2008,,SEY;GBR,MAYFAIR BUSINESS CONSUL [Rodney Whiston-Dew] Chambers 2 Charles Street London W17 5DB,BUSINESS,
10016950,ICIJ,Panama Papers,ENTITY,JADASON ENTERPRISES LIMITED,SEY,Active,23-MAR-2006,,,,SEY;GBR,"FAO: DAVID OSSA KPMG UK PLC 15 CANADA SQUARE LONDON E14 5GL, GREATER LONDON UNITED KINGDOM",BUSINESS,
10017090,ICIJ,Panama Papers,ENTITY,MANO RIVER IRON ORE LTD.,SEY,Changed agent,13-MAY-2005,03-JAN-2011,31-DEC-2011,,SEY;GBR,AFRICAN AURA MINING INC 41 MAIDEN LANE LONDON WC2E 7LJ UNITED KINGDOM,BUSINESS,
10017095,ICIJ,Panama Papers,ENTITY,Mano River Iron Ore Holdings Ltd.,SEY,Changed agent,20-JUL-2005,08-APR-2011,31-DEC-2012,,SEY;GBR,AFRICAN AURA MINING INC 41 MAIDEN LANE LONDON WC2E 7LJ UNITED KINGDOM,BUSINESS,
10017125,ICIJ,Panama Papers,ENTITY,NETAGUS LIMITED,SEY,Changed agent,17-JUN-2005,18-MAY-2007,31-DEC-2007,,SEY;GBR,MTC 17 Bentink Street Marlybone London W1U 2ES,BUSINESS,
10017142,ICIJ,Panama Papers,ENTITY,KISMIS INC.,PMA,Inactivated,18-SEP-1981,19-DEC-1996,18-DEC-1982,,PMA;GBR,"FRERE CHOLMELEY (LONDON) 85 QUEEN VICTORIA STREET LONDON EC4V 4JL ENGLAND, UNITED KINGDOM",BUSINESS,
10017186,ICIJ,Panama Papers,ENTITY,GLOBAL WEALTH LIMITED,SEY,Defaulted,05-APR-2005,09-JAN-2009,31-DEC-2008,,SEY;GBR,MAYFAIR BUSINESS CONSUL [Rodney Whiston-Dew] Chambers 2 Charles Street London W17 5DB,BUSINESS,
10017225,ICIJ,Panama Papers,ENTITY,ICC Collections Ltd.,SEY,Inactivated,17-JAN-2006,01-JUN-2006,31-DEC-2007,,SEY;GBR,JOSEPH O'CONNOR 97 TRINITY ROAD LONDON SW19 8QZ UNITED KINGDOM,BUSINESS,
10017294,ICIJ,Panama Papers,ENTITY,LUZ WATERSIDE PROPERTIES S.A.,PMA,Dissolved,10-MAR-1989,28-JAN-2004,30-JUN-2005,,PMA;GBR,MR. MICHAEL S. RABIN 1 CRANBOURNE GARDENS LONDON NW11 OHN ENGLAND UNITED KINGDOM,BUSINESS,
10017298,ICIJ,Panama Papers,ENTITY,East Orient Ltd.,SEY,Inactivated,12-AUG-2005,25-AUG-2010,31-DEC-2012,,SEY;GBR,MR XAVIER THOMA Flat 3 14 Dawson Place London W2 4Tj CV37 7UQ,BUSINESS,
10017390,ICIJ,Panama Papers,ENTITY,Log Tech Consulting Limited,SEY,Defaulted,01-AUG-2005,02-JAN-2008,31-DEC-2007,,SEY;GBR,MTC 17 Bentink Street Marlybone London W1U 2ES,BUSINESS,
10017506,ICIJ,Panama Papers,ENTITY,ARIMA INTERNATIONAL S. A.,PMA,Dissolved,10-SEP-1981,12-JUN-2007,15-JAN-2009,,PMA;GBR,KENNEDYS 25 FENCHURCH AVENUE LONDON EC3M 5AD ENGLAND REF: 10/CJF/Z54-208289,BUSINESS,
10017512,ICIJ,Panama Papers,ENTITY,AFRICAN AURA (ZIM) SARL,SEY,Defaulted,28-SEP-2006,03-JAN-2012,31-DEC-2011,,SEY;GBR,AFRICAN AURA MINING INC 41 MAIDEN LANE LONDON WC2E 7LJ UNITED KINGDOM,BUSINESS,
10017843,ICIJ,Panama Papers,ENTITY,WOOLSACK INC.,ANG,Active,16-MAY-2014,,,,ANG;GBR,FIRAS BIZZARI CRESCENT HOUSE  ADDISON CRESCENT  LONDON W14 8JR ENGLAND UNITED KINGDOM,BUSINESS,
