anchor_record_id,anchor_domain,pointer_record_id,pointer_domain,relationship_role,rel_type,from_date,thru_date
298312,ICIJ_ID,199569,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201396,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,189995,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201588,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,190283,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201727,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201934,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,190567,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,198165,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,198167,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201251,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,189296,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201300,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,190922,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,190930,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,190933,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,191348,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,189929,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,189930,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,203283,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,202490,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,190935,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,204858,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,193089,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,205527,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,203557,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201150,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,189294,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201304,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201306,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201308,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201725,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,189267,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,189277,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,194544,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,202286,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,194984,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,190927,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,203100,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,190100,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,190284,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,190309,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,196370,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,194993,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,206754,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,197549,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,197550,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,197552,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,196498,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,198164,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,208903,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,194153,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,194337,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,198928,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,199044,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,194542,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,199221,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,195288,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,195289,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,211718,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,195291,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,196413,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,208453,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,195920,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,196101,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201148,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201152,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201155,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,209657,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201381,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201399,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,211691,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201006,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201154,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201289,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201585,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201721,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201722,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201723,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,211885,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,214143,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,197556,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,198163,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,198229,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,211017,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,203099,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,203143,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,215209,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,213283,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,213297,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,215710,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,215838,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,204026,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,204104,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,214146,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,213300,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,200952,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201157,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201252,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201294,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201298,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201303,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,213708,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201872,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,202283,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,215840,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,205372,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201149,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201301,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,215276,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201556,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201663,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,218628,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,206229,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,202284,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,215709,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,204190,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,207930,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,207931,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,203144,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,204880,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,220434,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,209321,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,208767,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,208902,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,221170,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,221402,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,205251,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,209546,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,209880,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222371,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,210021,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,218681,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,210606,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,220750,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,206184,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,223718,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,223873,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,221827,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222215,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222216,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,213122,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,213292,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222577,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,213404,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,220277,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,220932,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,223889,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,226957,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,221656,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,208553,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,227278,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,224800,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,214166,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,208803,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,215431,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222213,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,214653,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,215708,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,211018,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,215578,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,215707,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,226297,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,223870,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,223880,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,211860,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,216316,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,223999,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,229621,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,229715,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,227504,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,211882,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,218679,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,220749,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,227502,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,216168,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,214667,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,215706,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222380,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222578,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,217987,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,216143,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222838,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222886,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,232529,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,218677,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,223615,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,221829,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,219398,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,223874,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222210,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222377,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222378,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222379,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,223225,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,223337,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,220737,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,223876,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,218660,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,218662,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,218680,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,219404,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,220156,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222623,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,223107,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,227503,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,221393,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,224036,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,227505,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222211,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222576,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,223336,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,229072,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,223616,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,223634,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,229246,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,223879,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,227372,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,227488,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,228078,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,225984,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,232741,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,229342,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,227819,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,232743,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,230153,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,232742,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,189467,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,191402,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,193557,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,193558,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,195703,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,197080,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,197551,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,199568,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,200953,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201156,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201296,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201297,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201299,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201383,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201555,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201724,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,201726,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,203419,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,203956,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,204354,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,208191,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,209319,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,211019,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,214893,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,215704,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,215839,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,219626,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,221095,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,221654,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,221825,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,221838,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222212,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222214,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,222390,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,227497,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,227498,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,227499,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,227500,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,227501,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,230624,ICIJ_ID,intermediary of,INTERMEDIARY,,
298312,ICIJ_ID,253697,ICIJ_ID,registered address,ADDRESS,,
298333,ICIJ_ID,189491,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189501,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189503,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189525,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189531,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189532,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189538,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189554,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189562,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189568,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189607,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189624,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189630,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189633,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189696,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189718,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189731,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189734,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189744,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189774,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189786,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189791,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189834,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189836,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189853,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,189916,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,190006,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,190007,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,190137,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,190193,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,190300,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,190321,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,190455,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,190456,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,190460,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,190501,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,190540,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,190543,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,190554,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,190564,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,190577,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,190712,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,190794,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,190907,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,191407,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,191410,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,191412,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,191706,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,191742,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,191837,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,191850,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,191882,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,191961,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,192037,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,192038,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,192217,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,192239,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,192271,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,192387,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,192402,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,192460,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,192490,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,192601,ICIJ_ID,intermediary of,INTERMEDIARY,,
298333,ICIJ_ID,192604,ICIJ_ID,intermediary of,INTERMEDIARY,,
